97,Text97,"　　",16,0,0.27,41.9,-27.2
98,Text98,"　　",16,0,0.27,46.2,-27.2
99,Text99,"　　",16,0,0.27,50.5,-27.2
100,Text100,"　　",16,0,0.27,54.8,-27.2
101,Text101,"　　",16,0,0.27,59.1,-27.2
102,Text102,"　　",16,0,0.27,63.4,-27.2
103,Text103,"　　",16,0,0.27,20.4,-30.5
104,Text104,"　　",16,0,0.27,24.7,-30.5
105,Text105,"　　",16,0,0.27,29,-30.5
106,Text106,"　　",16,0,0.27,33.3,-30.5
107,Text107,"　　",16,0,0.27,37.6,-30.5
108,Text108,"　　",16,0,0.27,41.9,-30.5
109,Text109,"　　",16,0,0.27,46.2,-30.5
110,Text110,"　　",16,0,0.27,50.5,-30.5
111,Text111,"　　",16,0,0.27,54.8,-30.5
112,Text112,"　　",16,0,0.27,59.1,-30.5
113,Text113,"　　",16,0,0.27,63.4,-30.5
200,Text200,"　　",14,0,0.27,38.55,0.72
201,Text201,"　　",14,0,0.27,42.26,0.51
202,Text202,"　　",14,0,0.27,45.85,0.62
203,Text203,"　　",14,0,0.27,49.25,0.62
204,Text204,"　　",14,0,0.27,52.95,0.62
205,Text205,"　　",14,0,0.27,56.65,0.62
206,Text206,"　　",14,0,0.27,60.04,0.72
207,Text207,"　　",14,0,0.27,63.64,0.62
208,Text208,"　　",14,0,0.27,67.65,0.72
311,Text311,"Cap",14,0,0.5,16,-6.7
312,Text312,"Gre",14,0,0.5,15.7,-10
313,Text313,"Bld",14,0,0.5,15.7,-13.3
314,Text314,"Vec",14,0,0.5,15.7,-16.6
316,Text316,"Cal",14,0,0.5,62.92,-6.7
317,Text317,"Lin",14,0,0.5,62.92,-10
318,Text318,"TeX",16,0,0.27,16,-30.5
